imdb_title_id,title,year,genre,country,budget,worlwide_gross_income,production_company
tt0316732,New York Taxi,2004,"Action, Comedy, Crime","USA, France",25000000,71255003,Twentieth Century Fox
tt0316824,U-429 - Senza via di fuga,2004,"Drama, Thriller, War",USA,5400000,64236,Artisan Entertainment
tt0317132,Il mio amico a quattro zampe,2005,"Comedy, Drama, Family",USA,14000000,33589427,Twentieth Century Fox
tt0317198,"Che pasticcio, Bridget Jones!",2004,"Comedy, Drama, Romance","UK, France, Germany, Ireland, USA",40000000,265126918,Universal Pictures
tt0317219,Cars - Motori ruggenti,2006,"Animation, Comedy, Family",USA,120000000,461991867,Pixar Animation Studios
tt0317248,City of God,2002,"Crime, Drama","Brazil, France, Germany",3300000,30680793,O2 Filmes
tt0317303,L'asilo dei papà,2003,"Comedy, Family",USA,60000000,164433867,Revolution Studios
tt0317640,The Hebrew Hammer,2003,Comedy,USA,2000000,94615,Intrinsic Value Films
tt0317648,Oceano di fuoco - Hidalgo,2004,"Action, Adventure, Biography","USA, Morocco",100000000,108040622,Touchstone Pictures
tt0317676,House of the Dead,2003,"Action, Adventure, Horror","Germany, Canada, USA",12000000,13818181,Boll Kino Beteiligungs GmbH & Co. KG
tt0317705,Gli Incredibili - Una 'normale' famiglia di supereroi,2004,"Animation, Action, Adventure",USA,92000000,631606713,Pixar Animation Studios
tt0317740,The Italian Job,2003,"Action, Crime, Thriller","USA, France, Italy, UK, Germany",60000000,176070171,Paramount Pictures
tt0317919,Mission: Impossible III,2006,"Action, Adventure, Thriller","USA, Germany, China, Italy",150000000,398479497,Paramount Pictures
tt0318081,Il risveglio del tuono,2005,"Action, Adventure, Horror","Czech Republic, UK, Germany, USA",80000000,11665465,Franchise Pictures
tt0318155,Looney Tunes: Back in Action,2003,"Animation, Adventure, Comedy","Germany, USA",80000000,68514844,Warner Bros.
tt0318283,Alex & Emma,2003,"Comedy, Romance",USA,30000000,15368897,Epsilon Motion Pictures
tt0318292,Amar te duele,2002,"Drama, Romance",Mexico,5000000,6691287,Altavista Films
tt0318374,The Cooler,2003,"Drama, Romance",USA,3200000,10464788,ContentFilm
tt0318627,Resident Evil: Apocalypse,2004,"Action, Horror, Sci-Fi","Germany, France, UK, Canada, USA",45000000,129342769,Davis Films / Impact Pictures
tt0318649,Sahara,2005,"Action, Adventure, Comedy","UK, Spain, Germany, USA, France",130000000,119240351,Paramount Pictures
tt0318761,Thumbsucker - Il succhiapollice,2005,"Comedy, Drama",USA,4000000,2138742,Bob Yari Productions
tt0318974,Alamo - Gli ultimi eroi,2004,"Drama, History, War",USA,107000000,25819961,Touchstone Pictures
tt0319061,Big Fish - Le storie di una vita incredibile,2003,"Adventure, Drama, Fantasy",USA,70000000,123218424,Columbia Pictures
tt0319262,The Day After Tomorrow - L'alba del giorno dopo,2004,"Action, Adventure, Sci-Fi",USA,125000000,552639571,Twentieth Century Fox
tt0319343,Elf - Un elfo di nome Buddy,2003,"Comedy, Family, Fantasy",USA,33000000,221671773,New Line Cinema
tt0319524,Contratto d'Amore,2003,"Comedy, Drama, Romance",USA,16000000,14390329,Focus Features
tt0319769,I lunedì al sole,2002,"Comedy, Drama","Spain, France, Italy",4000000,9832663,Sogepaq
tt0319836,Matir moina,2002,"Drama, History",Bangladesh,300000,46852,Audiovision
tt0320042,Kamchatka,2002,Drama,"Argentina, Spain, Italy",8000000,3439198,Alquimia Cinema
tt0320194,Occident,2002,Comedy,Romania,450000,533,Centrul National al Cinematografiei (CNC)
tt0320244,Party Monster,2003,"Biography, Crime, Drama","USA, Netherlands",5000000,782606,World of Wonder Productions
tt0320661,Le crociate - Kingdom of Heaven,2005,"Action, Adventure, Drama","UK, Germany, Spain, Morocco, USA, Italy, France",130000000,218122627,Twentieth Century Fox
tt0320691,Underworld,2003,"Action, Fantasy, Thriller","USA, UK, Germany, Hungary",22000000,95708457,Lakeshore Entertainment
tt0321436,Bibi la piccola strega,2002,"Comedy, Family, Fantasy",Germany,6000000,10325928,Bavaria Film
tt0321997,Detention - Duro a morire,2003,"Action, Drama, Thriller","USA, Canada",5000000,16324,Millennium Films
tt0322120,E=mc2,2002,"Action, Comedy",Poland,3200000,1353035,Best Film
tt0322177,Drengen der ville gøre det umulige,2002,"Animation, Family","Denmark, France",32400000,806725,Dansk Tegnefilm
tt0322259,2 Fast 2 Furious,2003,"Action, Crime, Thriller","USA, Germany",76000000,236350661,Universal Pictures
tt0322330,Quel pazzo venerdì,2003,"Comedy, Family, Fantasy",USA,20000000,160846332,Casual Friday Productions
tt0322420,La vita è un miracolo,2004,"Comedy, Romance, Music","Serbia, France, Italy",8000000,5363574,Les Films Alain Sarde
tt0322545,Herr Lehmann,2003,"Comedy, Drama",Germany,6000000,4143889,Boje Buck Produktion
tt0322589,Honey,2003,"Drama, Music, Romance",USA,18000000,62228395,Universal Pictures
tt0322659,Northfork,2003,"Drama, Fantasy",USA,1900000,1599804,Paramount Classics
tt0322700,I Love Your Work,2003,"Drama, Mystery",USA,1650000,3264,Cyan Pictures
tt0322824,Japón,2002,Drama,Mexico,250050,206784,No Dream Cinema
tt0323013,Lakshya,2004,"Action, Drama, Romance",India,300000000,5859242,Excel Entertainment
tt0323033,Laws of Attraction - Matrimonio in appello,2004,"Comedy, Romance","Ireland, UK, Germany",32000000,30031874,Deep River Productions
tt0323298,The Mother,2003,"Drama, Romance",UK,2500000,3039587,BBC Films
tt0323443,Nousukausi,2003,Comedy,Finland,1087000,1337433,Yleisradio (YLE)
tt0323551,Pahat pojat,2003,"Action, Biography, Crime",Finland,1525000,4778324,Solar Films
tt0323807,Ricordati di me,2003,"Comedy, Romance, Drama","Italy, France, UK",5000000,12909601,Fandango
tt0323939,Shade - Carta vincente,2003,"Crime, Thriller",USA,10000000,459098,Cobalt Media Group
tt0323944,L'inventore di favole,2003,"Drama, History","USA, Canada",6000000,2944752,Lions Gate Films
tt0323998,Smala Sussie,2003,"Comedy, Crime, Mystery",Sweden,13800000,90132,Film i Väst
tt0324127,Suspect Zero,2004,"Crime, Horror, Mystery","UK, Germany, USA",27000000,11416075,Paramount Pictures
tt0324216,Non aprite quella porta,2003,Horror,USA,9500000,107362708,New Line Cinema
tt0324554,Appuntamento a Wicker Park,2004,"Drama, Mystery, Romance",USA,30000000,21741598,Metro-Goldwyn-Mayer (MGM)
tt0324952,3 Blind Mice,2003,"Crime, Thriller","France, UK",4800000,41740,Caldera/De Fanti Entertainment
tt0325005,[Anti]killer,2002,"Action, Crime",Russia,1500000,875688,Central Partnership
tt0325007,April's Shower,2003,"Comedy, Romance",USA,1000000,16377,ConQuest Entertainment
tt0325011,"Arrivederci amore, ciao",2006,"Crime, Drama, Thriller","Italy, France",4300000,817569,StudioUrania
tt0325055,Sylvia,2003,"Biography, Drama, Romance",UK,7000000,2917393,BBC Films
tt0325145,Box 507,2002,"Action, Adventure, Crime",Spain,3000000,2067335,Sogecine
tt0325165,Chaempieon,2002,Drama,South Korea,7850000000,10569737,C2
tt0325234,The Delicate Art of Parking,2003,Comedy,Canada,944149,213008,Anagram Pictures
tt0325258,Dickie Roberts - Ex Piccola Star,2003,Comedy,USA,17000000,23769505,Paramount Pictures
tt0325537,Head of State,2003,Comedy,USA,35200000,38620484,DreamWorks
tt0325596,The I Inside,2004,"Mystery, Sci-Fi, Thriller","UK, USA",8800000,72962,MDP Worldwide
tt0325655,The Eye,2002,"Horror, Mystery","Hong Kong, Singapore",4500000,12165016,Film Workshop
tt0325703,Lara Croft: Tomb Raider - La culla della vita,2003,"Action, Adventure, Fantasy","USA, Germany, Japan, UK, Hong Kong",95000000,160099222,Paramount Pictures
tt0325710,L'ultimo samurai,2003,"Action, Drama, War","USA, New Zealand, Japan",140000000,454627263,Warner Bros.
tt0325805,Il genio della truffa,2003,"Comedy, Crime, Drama","USA, UK",62000000,65565672,Warner Bros.
tt0325980,La maledizione della prima luna,2003,"Action, Adventure, Fantasy",USA,140000000,654264015,Walt Disney Pictures
tt0326148,Showboy,2002,"Comedy, Drama","USA, UK",300000,34646,here! Films
tt0326208,Stander - Poliziotto Scomodo,2003,"Action, Biography, Crime","Canada, Germany, South Africa, UK",15000000,272791,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)
tt0326429,Il miracolo di Berna,2003,"Drama, Sport",Germany,7300000,24816394,Little Shark Entertainment GmbH
tt0326441,Yeseuteodei,2002,"Action, Crime, Sci-Fi",South Korea,5000000,1589942,CJ Entertainment
tt0326769,Biker Boyz,2003,"Action, Drama",USA,24000000,23510621,DreamWorks
tt0326806,Civil Brand,2002,"Drama, Thriller, Crime",USA,500000,254293,Mandalay Sports Entertainment
tt0326828,Codice Homer: A Different Loyalty,2004,"Drama, Romance, Thriller","Canada, UK, USA, Malta",13000000,574672,Lions Gate Films
tt0326856,L'invidia del mio migliore amico,2004,Comedy,USA,40000000,14494036,DreamWorks
tt0326900,Cani dell'altro mondo!,2003,"Comedy, Drama, Family",USA,18000000,45490616,Metro-Goldwyn-Mayer (MGM)
tt0326905,The Great Raid - Un pugno di eroi,2005,"Action, Drama, War","USA, Australia",80000000,10777375,Miramax
tt0326965,In My Sleep,2010,"Drama, Mystery, Thriller",USA,1000000,30158,Morning Star Pictures
tt0327056,Mystic River,2003,"Crime, Drama, Mystery","USA, Australia",25000000,156595191,Warner Bros.
tt0327084,La gang del bosco,2006,"Animation, Adventure, Comedy",USA,80000000,339795890,DreamWorks Animation
tt0327137,Secondhand Lions,2003,"Comedy, Drama, Family",USA,30000000,48260279,New Line Cinema
tt0327162,La donna perfetta,2004,"Comedy, Horror, Sci-Fi",USA,90000000,103370127,Paramount Pictures
tt0327169,The Resurrection,2002,"Action, Comedy, Sci-Fi",South Korea,11000000,791247,Kihwik Cine
tt0327247,FBI - Protezione testimoni 2,2004,"Comedy, Crime, Thriller",USA,40000000,26170671,Nine Yards Two Productions
tt0327437,Il giro del mondo in 80 giorni,2004,"Action, Adventure, Comedy","USA, Germany, Ireland, UK",110000000,72178895,Walt Disney Pictures
tt0327554,Catwoman,2004,"Action, Crime, Fantasy",USA,100000000,82102379,Warner Bros.
tt0327597,Coraline e la porta magica,2009,"Animation, Drama, Family",USA,60000000,124596837,Focus Features
tt0327660,Lung do kei yuen,2005,"Animation, Action, Adventure",Hong Kong,10000000,27460,DCDC
tt0327679,Ella Enchanted - Il magico mondo di Ella,2004,"Comedy, Family, Fantasy","USA, Ireland, UK",31000000,27388767,Miramax
tt0327717,Feestje,2004,"Comedy, Drama, Romance",Netherlands,3000000,647110,PVPictures
tt0327850,Il tesoro dell'Amazzonia,2003,"Action, Adventure, Comedy",USA,85000000,80981914,Columbia Pictures
tt0328077,Love Object,2003,"Drama, Horror, Romance",USA,1000000,6028,Base 12 Productions
tt0328099,Malibu's Most Wanted - Rapimento a Malibu,2003,"Comedy, Crime",USA,15000000,34622504,Warner Bros.
tt0328107,Man on Fire - Il fuoco della vendetta,2004,"Action, Crime, Drama","USA, UK, Mexico, Switzerland",70000000,130834852,Fox 2000 Pictures
tt0328132,Menolippu Mombasaan,2002,"Comedy, Drama",Finland,1280000,1011700,Cinemaker Oy
tt0328270,Polleke,2003,Family,Netherlands,3200000,611598,Egmond Film & Television
tt0328349,Sahar el layaly,2003,"Drama, Romance",Egypt,3000000,1192090,"Arabeya, Al Shareka"
tt0328432,Sibelius,2003,"Biography, Drama, History",Finland,1700000,2357736,Artista Filmi Oy
tt0328538,Thirteen - 13 anni,2003,Drama,"USA, UK",2000000,10128960,Fox Searchlight Pictures
tt0328589,Sotto il sole della Toscana,2003,"Comedy, Drama, Romance","USA, Italy",18000000,58878723,Touchstone Pictures
tt0328671,Yeh Hai Jalwa,2002,"Comedy, Drama, Romance",India,150000000,128295,M.K.D. Films Combine
tt0328828,American Pie - Il matrimonio,2003,Comedy,"USA, Germany",55000000,232722935,Universal Pictures
tt0328880,"Koda, fratello orso",2003,"Animation, Adventure, Comedy",USA,128000000,250397798,Walt Disney Animation Studios
tt0329028,Scemo & più scemo - Iniziò così...,2003,Comedy,USA,19000000,39267515,New Line Cinema
tt0329101,Freddy vs. Jason,2003,"Action, Horror","Canada, USA",30000000,116632628,New Line Cinema
tt0329106,Führer Ex,2002,Drama,"Germany, Italy",5000000,51772,Next Film
tt0329162,Heaven's Pond - Prigioniera di un incubo,2003,"Drama, Thriller",USA,5000000,15027,Davis Entertainment Filmworks
tt0329493,"Peor imposible, ¿qué puede fallar?",2002,Comedy,"Spain, UK",2100000,240827,Morena Films
tt0329575,Seabiscuit - Un mito senza tempo,2003,"Drama, History, Sport",USA,87000000,148336445,Universal Pictures
tt0329691,Torque - Circuiti di fuoco,2004,"Action, Comedy, Crime",USA,40000000,46546197,Warner Bros.
tt0329717,Hollywood Homicide,2003,"Action, Comedy, Crime",USA,75000000,51142659,Revolution Studios
tt0329767,Wilbur Wants to Kill Himself,2002,"Comedy, Drama, Romance","Denmark, UK, Sweden, France",4000000,1873482,Zentropa Entertainments
tt0329774,xXx 2: The Next Level,2005,"Action, Adventure, Crime",USA,113000000,71022693,Columbia Pictures
tt0330099,The Brown Bunny,2003,Drama,"USA, Japan",10000000,402599,Gray Daisy Films
tt0330136,Charly,2002,"Comedy, Drama, Romance",USA,950000,814666,Cinergy Films
tt0330193,Les dangereux,2002,"Comedy, Crime",Canada,7400000,341280,Melenny Productions
tt0330373,Harry Potter e il calice di fuoco,2005,"Adventure, Family, Fantasy","UK, USA",150000000,896381256,Warner Bros.
tt0330602,Mambo Italiano,2003,"Comedy, Drama, Romance",Canada,5000000,9638258,Cinémaginaire Inc.
tt0330691,Il cartaio,2004,"Horror, Mystery, Thriller",Italy,2000000,3368452,Opera Film (II)
tt0330793,The Punisher,2004,"Action, Crime, Drama","USA, Germany",33000000,54700105,Lions Gate Films
tt0330911,Elina,2002,"Drama, Family","Sweden, Finland",15450000,320776,Filmlance International AB
tt0331041,Kahlekuningas,2002,"Comedy, Drama, Family","Finland, Sweden, France",10500000,67540,Kinoproduction
tt0331370,Whisky,2004,"Comedy, Drama","Uruguay, Argentina, Germany, Spain",500000,633761,Pandora Filmproduktion
tt0331525,Quando verrà la pioggia,2002,"Drama, Thriller","UK, Denmark",3800000,16290,Parallax Projekt (Innocence) Ltd.
tt0331632,Scooby-Doo 2: Mostri scatenati,2004,"Adventure, Comedy, Family","USA, Canada",80000000,181216833,Warner Bros.
tt0331701,Il viaggio di Carol,2002,Drama,"Spain, Portugal",2760000,1527127,Aiete Films S.A.
tt0331811,Ore 11:14 - Destino fatale,2003,"Crime, Drama, Mystery","USA, Canada",6000000,3810792,MDP Worldwide
tt0331933,L'uomo di casa,2005,"Comedy, Crime",USA,40000000,21577624,Revolution Studios
tt0331953,Vacanze di sangue,2004,"Comedy, Horror, Mystery","USA, Mexico",8600000,7565807,Broken Lizard Industries
tt0332047,L'amore in gioco,2005,"Comedy, Drama, Romance","USA, Germany",30000000,50605163,Fox 2000 Pictures
tt0332280,Le pagine della nostra vita,2004,"Drama, Romance",USA,29000000,115882795,New Line Cinema
tt0332318,Pinocchio 3000,2004,"Animation, Family, Fantasy","Canada, France, Spain, Germany",12000000,1464478,Anima Kids
tt0332375,Saved! Il paradiso ci aiuta,2004,"Comedy, Drama","USA, Canada",5000000,10275509,United Artists
tt0332379,School of Rock,2003,"Comedy, Music","USA, Germany",35000000,131095614,Paramount Pictures
tt0332452,Troy,2004,"Drama, History","USA, Malta, UK",175000000,497409852,Warner Bros.
tt0332605,La casa dei matti,2002,"Drama, Music, Romance","Russia, France",2500000,157613,Bac Films
tt0332658,Intermission,2003,"Comedy, Crime, Drama","Ireland, UK",5000000,5175215,British Broadcasting Corporation (BBC)
tt0332712,Il padre di mio figlio,2004,Comedy,USA,12000000,18490423,Miramax
tt0333089,Aprimi il cuore,2002,Drama,Italy,5000,4381,Garibaldi Produzioni
tt0333526,Gudseura Geum-suna,2002,Drama,South Korea,1800000,535850,Ines Films
tt0333766,La mia vita a Garden State,2004,"Comedy, Drama, Romance",USA,2500000,35825316,Camelot Pictures
tt0333780,Una bionda in carriera,2003,Comedy,USA,45000000,124914842,Metro-Goldwyn-Mayer (MGM)
tt0335013,The Company,2003,"Drama, Music, Romance","Germany, USA",15000000,6415017,Sony Pictures Classics
tt0335119,La ragazza con l'orecchino di perla,2003,"Biography, Drama, Romance","UK, Luxembourg, France, Belgium, USA",12000000,33030115,Archer Street Productions
tt0335121,Godsend - Il male è rinato,2004,"Action, Drama, Fantasy","Canada, USA",25000000,30120671,Lions Gate Films
tt0335245,Ladykillers,2004,"Comedy, Crime, Thriller",USA,35000000,76665191,Touchstone Pictures
tt0335261,Lisístrata,2002,"Comedy, Romance",Spain,3000000,581667,A. Llorens Olivé Producciones Cinematográficas S.A.
tt0335266,Lost in Translation - L'amore tradotto,2003,"Comedy, Drama","USA, Japan",4000000,118685453,Focus Features
tt0335345,La passione di Cristo,2004,Drama,USA,30000000,612054428,Icon Productions
tt0335438,Starsky & Hutch,2004,"Comedy, Crime",USA,60000000,170268750,Dimension Films
tt0335559,Appuntamento da sogno!,2004,"Comedy, Romance",USA,22000000,21513434,DreamWorks
tt0335563,Wonderland - Massacro a Hollywood,2003,"Crime, Drama, Mystery","Canada, USA",5000000,2466444,Lions Gate Films
tt0337103,I fiumi di porpora 2 - Gli angeli dell'apocalisse,2004,"Action, Crime, Horror","France, Italy, UK",30000000,40152148,Studio Légende
tt0337540,Charlie,2004,"Action, Crime, Drama",UK,5000000,347298,Enigma Pictures
tt0337563,30 anni in un secondo,2004,"Comedy, Fantasy, Romance",USA,37000000,96455697,Revolution Studios
tt0337573,Antikörper,2005,"Crime, Drama, Horror",Germany,1900000,891133,MedienKontor Movie GmbH
tt0337579,La bottega del barbiere 2,2004,"Comedy, Drama",USA,30000000,65991448,Metro-Goldwyn-Mayer (MGM)
tt0337585,Bomb the System,2002,"Action, Drama",USA,500000,15520,Bomb the System LLC
tt0337631,I ragazzi di Clare,2003,"Comedy, Music, Romance","Ireland, UK, Germany",8000000,151869,Isle of Man Film Commission
tt0337678,Mirror Wars: Reflection One,2005,"Action, Crime, Drama","Russia, USA",10000000,1858381,Kontsern 'Kovsag'
tt0337689,Natale sul Nilo,2002,Comedy,"Italy, Spain, UK",7000000,29320869,Filmauro
tt0337692,On the Road,2012,"Adventure, Drama, Romance","France, USA, UK, Mexico, Canada, Brazil, Germany, Netherlands, Argentina",25000000,9617377,MK2 Productions
tt0337697,Un principe tutto mio,2004,"Comedy, Family, Romance","USA, Czech Republic",22000000,37666766,Lions Gate Films
tt0337708,The Rocket Post,2004,Drama,UK,8000000,122457,Ultimate Pictures
tt0337711,I Rugrats nella giungla,2003,"Animation, Adventure, Comedy",USA,25000000,55250496,Klasky-Csupo
tt0337721,The Snow Walker,2003,"Adventure, Drama",Canada,10000000,201149,Infinity Media
tt0337741,Tutto può succedere - Something's Gotta Give,2003,"Comedy, Drama, Romance",USA,80000000,265328738,Columbia Pictures
tt0337876,Birth - Io sono Sean,2004,"Drama, Fantasy, Mystery","UK, France, Germany, USA",20000000,23925492,New Line Cinema
tt0337881,Blind Horizon - Attacco al potere,2003,"Drama, Mystery, Thriller",USA,5000000,202737,Millennium Films
tt0337909,Calendar Girls,2003,"Comedy, Drama","UK, USA",10000000,93400759,Touchstone Pictures
tt0337917,Tre ragazzi e un bottino,2004,"Action, Adventure, Comedy","USA, Germany",12000000,16951702,Fox 2000 Pictures
tt0337921,Cellular,2004,"Action, Crime, Thriller","USA, Germany",25000000,57678321,New Line Cinema
tt0337978,Die Hard - Vivere o morire,2007,"Action, Thriller","USA, UK",110000000,388156011,Twentieth Century Fox
tt0338001,Emile,2003,Drama,"Canada, UK",3000000,5799,BV International Pictures
tt0338013,Se mi lasci ti cancello,2004,"Drama, Romance, Sci-Fi",USA,20000000,74036715,Focus Features
tt0338022,Fakers,2004,"Comedy, Crime",UK,1800000,49880,CALLIDVS
tt0338052,Ganz und gar,2003,Drama,Germany,1400000,121959,DNS-Filmproduktion
tt0338077,Grind,2003,"Adventure, Comedy, Sport",USA,6000000,5141166,900 Films
tt0338085,Haaveiden kehä,2002,"Comedy, Drama",Finland,850000,151523,Dada-Filmi Oy
tt0338094,La casa dei fantasmi,2003,"Comedy, Family, Fantasy",USA,90000000,182290266,Walt Disney Pictures
tt0338095,Alta tensione,2003,Horror,"France, Italy, Romania",2200000,6291958,Alexandre Films
tt0338096,Dirty Dancing 2,2004,"Drama, Music, Romance",USA,25000000,27685016,Lions Gate Films
tt0338135,Le invasioni barbariche,2003,"Comedy, Crime, Drama","Canada, France",6000000,34883010,Pyramide Productions
tt0338188,The Missing,2003,"Adventure, Thriller, Western",USA,60000000,38364277,Revolution Studios
tt0338216,Le regole del gioco,2007,"Drama, Romance, Sport","USA, Germany, Australia",55000000,8461686,Warner Bros.
tt0338294,Nowhere Man,2005,"Comedy, Crime, Drama",USA,250000,3105,King Cobra Films
tt0338309,Evil - Il ribelle,2003,Drama,"Sweden, Denmark",22000000,528245,Moviola Film och Television AB
tt0338325,Scatto mortale - Paparazzi,2004,"Action, Crime, Drama",USA,20000000,16796512,Twentieth Century Fox
tt0338337,Paycheck,2003,"Action, Mystery, Sci-Fi","USA, Canada",60000000,117248958,Paramount Pictures
tt0338348,Polar Express,2004,"Animation, Adventure, Comedy",USA,165000000,313500433,Castle Rock Entertainment
tt0338459,Spy Kids - Missione 3-D: Game Over,2003,"Action, Adventure, Comedy",USA,38000000,197101678,Dimension Films
tt0338466,Fratelli per la pelle,2003,Comedy,USA,55000000,65784503,Twentieth Century Fox
tt0338512,Due fratelli,2004,"Adventure, Drama, Family","France, UK",59660000,62174008,Pathé
tt0338526,Van Helsing,2004,"Action, Adventure, Fantasy","USA, Czech Republic, Romania",160000000,300157638,Universal Pictures
tt0338537,Volverás,2002,Drama,"Spain, Mexico",2540000,237716,Altavista Films
tt0338543,Wake,2003,Drama,USA,1000,7212,Fictionworks Production
tt0338564,Infernal Affairs,2002,"Action, Crime, Drama",Hong Kong,6428966,8836958,Media Asia Films
tt0338706,Alexandra's Project,2003,"Drama, Mystery, Thriller",Australia,2000000,1224975,Vertigo Productions
tt0338751,The Aviator,2004,"Biography, Drama","Germany, USA",110000000,213719942,Forward Pass
tt0338763,Batoru rowaiaru II: Chinkonka,2003,"Action, Drama, Thriller",Japan,9000000,14902587,Toho Company
tt0338828,Pistole nude,2003,Comedy,France,5210000,5357190,Gaumont
tt0339034,From Justin to Kelly,2003,"Comedy, Musical, Romance",USA,12000000,4928883,19 Entertainment
tt0339135,Hell - Esplode la furia,2003,"Action, Drama, Thriller",USA,17000000,293671,777 Films Corporation
tt0339230,Kops,2003,"Action, Comedy","Sweden, Denmark",22000000,3930933,Memfis Film
tt0339291,Lemony Snicket - Una serie di sfortunati eventi,2004,"Adventure, Comedy, Family","Germany, USA",140000000,211468235,Paramount Pictures
tt0339397,Mix,2004,"Comedy, Drama","USA, Hungary",1000000,47401,MixPix Productions
tt0339412,Mr. 3000,2004,"Comedy, Drama, Romance",USA,30000000,21839377,Touchstone Pictures
tt0339419,The Mudge Boy,2003,"Crime, Drama, Romance",USA,800000,62852,First Cold Press Productions
tt0339489,Killing words - Parole assassine,2003,"Crime, Drama, Thriller",Spain,1900000,188500,Vía Digital
tt0339525,7 ans de mariage,2003,Comedy,France,7870000,10278225,CiBy 2000
tt0339638,Screen Door Jesus,2003,"Comedy, Drama, Fantasy",USA,3000000,59000,FCM Productions Inc.
tt0339642,Daltry Calhoun,2005,"Comedy, Drama, Music",USA,3000000,12551,L. Driver Productions
tt0339727,Stateside - Anime ribelli,2004,"Drama, Music, Romance","Germany, USA",16000000,174318,Seven Hills Pictures
tt0339806,Torremolinos 73,2003,"Comedy, Drama","Spain, Denmark",2400000,2491037,Estudios Picasso
tt0339827,Twist,2003,Drama,Canada,350000,47370,Victorious Films
tt0339840,Undead,2003,"Action, Comedy, Fantasy",Australia,1000000,237579,Spierigfilm
tt0339921,The Work and the Story,2003,Comedy,USA,103000,3233,Do It Now Productions
tt0340012,La diva Julia,2004,"Comedy, Drama, Romance","Canada, USA, Hungary, UK",18000000,14339171,Serendipity Point Films
tt0340103,Exorcism,2003,"Horror, Thriller",USA,1000000,1303,Exorcism The Movie
tt0340163,Hostage,2005,"Action, Crime, Drama","USA, Germany",52000000,77663556,Miramax
tt0340253,Mosku - lajinsa viimeinen,2003,"Biography, Drama, History",Finland,9000000,312935,FantasiaFilmi Oy
tt0340285,De passievrucht,2003,Drama,Netherlands,1600000,779462,24fps Productions
tt0340376,Caccia all'uomo,2003,"Thriller, Drama","Canada, France, UK",27000000,1079822,Serendipity Point Films
tt0340377,The Station Agent,2003,"Comedy, Drama",USA,500000,8701337,SenArt Films
tt0340855,Monster,2003,"Biography, Crime, Drama","USA, Germany",8000000,58469210,Media 8 Entertainment
tt0341540,The R.M.,2003,"Comedy, Crime, Family",USA,500000,1111615,Halestorm Entertainment
tt0341569,Self Medicated,2005,"Biography, Drama",USA,400000,100610,Promise Pictures
tt0341578,Shouf shouf habibi!,2004,"Comedy, Drama",Netherlands,800000,2801588,Theorema Films
tt0342258,Danny the Dog,2005,"Action, Adventure, Crime","France, USA, UK",45000000,50871113,Rogue Pictures
tt0342272,Dear Wendy,2005,"Comedy, Crime, Drama","Denmark, France, Germany, UK",50000000,607229,Lucky Punch
tt0342316,"Love, Sex and Eating the Bones",2003,"Comedy, Romance",Canada,2500000,116869,Eating the Bones Productions
tt0342508,Hangman's Curse,2003,"Horror, Mystery, Thriller",USA,2000000,168406,Namesake Entertainment
tt0342520,Helmiä ja sikoja,2003,Comedy,Finland,1300000,1799636,Talent House
tt0342689,Levottomat 3 - kun mikään ei riitä,2004,"Drama, Romance",Finland,1100000,1289314,Solar Films
tt0342735,Manderlay,2005,Drama,"Denmark, Sweden, Netherlands, France, Germany, UK, Italy, USA",14200000,674918,Zentropa Entertainments
tt0342916,Streets of Legend,2003,"Action, Drama",USA,1200000,5471,Fountainhead Films
tt0343135,...E alla fine arriva Polly,2004,"Comedy, Romance",USA,42000000,178311729,Universal Pictures
tt0343221,Äideistä parhain,2005,"Drama, War","Finland, Sweden",2900000,2851888,Matila Röhr Productions (MRP)
tt0343624,Eila,2003,Drama,Finland,1050000,128793,Blind Spot Pictures Oy
tt0343660,50 volte il primo bacio,2004,"Comedy, Drama, Romance",USA,75000000,198520934,Columbia Pictures
tt0343737,The Good Shepherd - L'ombra del potere,2006,"Drama, History, Thriller",USA,110000000,100266865,Universal Pictures
tt0343818,"Io, robot",2004,"Action, Drama, Sci-Fi","USA, Germany",120000000,353133898,Twentieth Century Fox
tt0343996,The Lost City,2005,"Drama, Romance",USA,9600000,4408011,Crescent Drive Pictures
tt0344204,Pipo en de p-p-Parelridder,2003,"Adventure, Family",Netherlands,3500000,1295788,Endemol Nederland B.V.
tt0344510,Una lunga domenica di passioni,2004,"Drama, Mystery, Romance","France, USA",56600000,69424389,2003 Productions
tt0344854,Arthur e il popolo dei Minimei,2006,"Animation, Adventure, Comedy","France, USA, UK",86000000,108605609,EuropaCorp
tt0345061,Codice 46,2003,"Drama, Romance, Sci-Fi",UK,7500000,886018,BBC Films
tt0345074,Connie e Carla,2004,"Comedy, Crime, Music",USA,27000000,11341016,Universal Pictures
tt0345551,Inguaribili romantici,2003,"Comedy, Drama, Romance",USA,850000,865028,Funny Boy Films
tt0345685,Ngo lou poh ng gau ching,2002,"Comedy, Romance",Hong Kong,6000000,2323349,Balagan Productions
tt0345853,Rembrandt,2003,"Action, Comedy, Crime","Denmark, UK",3000000,59466,Fine & Mellow Productions
tt0345950,SpongeBob - Il film,2004,"Animation, Action, Adventure",USA,30000000,141067127,Paramount Pictures
